name,platform,year_of_release,gendre,publisher,developer,rating
Zoo Tycoon 2,PC,2004,Strategy,Microsoft Game Studios,Blue Fang Games,E
Catwoman,XB,2004,Action,Electronic Arts,EA Games,T
Samurai Jack: The Shadow of Aku,PS2,2004,Action,Sega,Adrenium,T
TOCA Race Driver 2: Ultimate Racing Simulator,PS2,2004,Racing,Codemasters,,
Mighty Beanz: Pocket Puzzles,GBA,2004,Puzzle,Majesco Entertainment,Radius9,E
Tom Clancy's Rainbow Six 3,GC,2004,Shooter,Ubisoft,Ubisoft Shanghai,M
Cabela's Big Game Hunter 2005 Adventures,GBA,2004,Sports,Activision,,
Amazing Island,GC,2004,Strategy,Sega,Hitmaker,E
Carmen Sandiego: The Secret of the Stolen Drums,PS2,2004,Action,BAM! Entertainment,Artificial Mind and Movement,E
Carve,XB,2004,Racing,Global Star,Argonaut Games,E
Famicom Mini: Dig Dug,GBA,2004,Puzzle,Namco Bandai Games,,
Naval Ops: Commander,PS2,2004,Simulation,Tecmo Koei,Micro Cabin,T
UEFA Euro 2004: Portugal,XB,2004,Sports,Electronic Arts,EA Canada,E
King Arthur,XB,2004,Action,Konami Digital Entertainment,Krome Studios,T
The Nightmare of Druaga: Fushigino Dungeon,PS2,2004,Role-Playing,Arika,,
Powerdrome,PS2,2004,Racing,Evolved Games,Argonaut Games,T
Fallout: Brotherhood of Steel,XB,2004,Role-Playing,Avalon Interactive,Interplay,M
Ultra Bust-A-Move,XB,2004,Puzzle,505 Games,Taito Corporation,E
Armored Core: Formula Front Extreme Battle,PSP,2004,Simulation,505 Games,,
Tennis no Oji-Sama: 2005 Crystal Drive,DS,2004,Sports,Konami Digital Entertainment,,
Second Sight,GC,2004,Adventure,Codemasters,Free Radical Design,T
Alias,XB,2004,Action,Acclaim Entertainment,Acclaim Studios Cheltenham,T
Harukanaru Toki no Naka de 3,PS2,2004,Adventure,Tecmo Koei,,
Around the World in 80 Days,GBA,2004,Action,Hip Interactive,Saffire,E
Cartoon Network Block Party,GBA,2004,Misc,Majesco Entertainment,One Man Band,E
Finny the Fish & the Seven Waters,PS2,2004,Sports,Sony Computer Entertainment,,
Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004,Action,Microsoft Game Studios,Tecmo,M
Colin McRae Rally 2005,XB,2004,Racing,Codemasters,Codemasters,E
World Championship Pool 2004,PS2,2004,Sports,Jaleco,Blade Interactive,E
Robotech: Invasion,XB,2004,Shooter,Global Star,Vicious Cycle,T
Far Cry,PC,2004,Shooter,Ubisoft,Crytek,M
Intellivision Lives!,XB,2004,Misc,Crave Entertainment,,
Wrath Unleashed,XB,2004,Strategy,LucasArts,Double Helix Games,T
Cocoto Kart Racer,DS,2004,Racing,Big Ben Interactive,Neko Entertainment,E
Trigger Man,XB,2004,Shooter,Crave Entertainment,Point of View,T
Bad Boys: Miami Takedown,GC,2004,Shooter,Empire Interactive,Blitz Games,M
Boktai 2: Solar Boy Django,GBA,2004,Role-Playing,Konami Digital Entertainment,KCEJ,T
Crushed Baseball,GBA,2004,Sports,Summitsoft,Griptonite Games,E
TOCA Race Driver 2,XB,2004,Racing,Codemasters,Codemasters,T
Conflict: Desert Storm II - Back to Bagdhad,GC,2004,Shooter,SCi,,
King Arthur,GC,2004,Action,Konami Digital Entertainment,Krome Studios,T
Advance Guardian Heroes,GBA,2004,Role-Playing,Ubisoft,Treasure,E
Strike Force Bowling,XB,2004,Sports,Crave Entertainment,Lab Rats Games,E
Blood Will Tell: Tezuka Osamu's Dororo,PS2,2004,Adventure,Sega,,
Scaler,XB,2004,Platform,Global Star,Artificial Mind and Movement,E
Puyo Pop Fever,PSP,2004,Puzzle,Ignition Entertainment,Sonic Team,
Digimon Rumble Arena 2,GC,2004,Fighting,Atari,Black Ship Games,T
Port Royale 2,PC,2004,Strategy,Ascaron Entertainment GmbH,Ascaron Entertainment GmbH,T
Star Trek: Shattered Universe,XB,2004,Simulation,Global Star,Starsphere Interactive,E
Catwoman,GBA,2004,Action,Electronic Arts,Magic Pockets,T
Famicom Mini: Clu Clu Land,GBA,2004,Puzzle,Nintendo,,
Pure Pinball,XB,2004,Misc,XS Games,Iridon Interactive AB,E
Headhunter: Redemption,PS2,2004,Action,Sega,Amuze,M
Outlaw Volleyball Remixed,PS2,2004,Sports,Global Star,Hypnotix,M
Dragon Ball: Advanced Adventure,GBA,2004,Action,Namco Bandai Games,Dimps Corporation,E10+
Echo Night Beyond,PS2,2004,Adventure,Indie Games,From Software,T
Cy Girls,PS2,2004,Action,Konami Digital Entertainment,KCEJ,M
Scaler,GC,2004,Platform,Take-Two Interactive,Artificial Mind and Movement,E
Harry Potter and the Prisoner of Azkaban,PC,2004,Action,Electronic Arts,KnowWonder,E
Richard Burns Rally,PC,2004,Racing,SCi,,
SD Gundam Force: Showdown!,PS2,2004,Shooter,Namco Bandai Games,,
Obscure,XB,2004,Adventure,MC2 Entertainment,Hydravision,M
Mahjong Taikai,DS,2004,Misc,Tecmo Koei,,
Puyo Pop Fever(us sales),DS,2004,Puzzle,Ignition Entertainment,,
Asterix & Obelix: Kick Buttix,PS2,2004,Action,Atari,,
Crimson Tears,PS2,2004,Role-Playing,Capcom,DreamFactory,T
Battle Assault 3 featuring Gundam Seed,PS2,2004,Action,Namco Bandai Games,Natsume,T
GunGriffon: Allied Strike,XB,2004,Simulation,Microsoft Game Studios,Game Arts,T
Ultimate Block Party,PSP,2004,Puzzle,505 Games,Magicpot,E
Galleon: Islands of Mystery,XB,2004,Action,SCi,Confounding Factor,T
Graffiti Kingdom,PS2,2004,Role-Playing,505 Games,Taito Corporation,E
Super Collapse! II,GBA,2004,Puzzle,Majesco Entertainment,,
Smashing Drive,GBA,2004,Racing,Zoo Digital Publishing,Raylight Studios,E
Knights of Honor,PC,2004,Strategy,Sunflowers,Black Sea Studios,E10+
R-Type III: The Third Lightning,GBA,2004,Shooter,Zoo Digital Publishing,Raylight Studios,E
Street Jam Basketball,GBA,2004,Sports,Zoo Digital Publishing,Prograph,E
Future Tactics: The Uprising,XB,2004,Strategy,JoWood Productions,,
Battlefield 1942: The WW II Anthology,PC,2004,Shooter,Electronic Arts,,
Syberia II,XB,2004,Adventure,Ubisoft,Microids,T
Battlefield Vietnam,PC,2004,Shooter,Electronic Arts,Digital Illusions,T
Under the Skin,PS2,2004,Action,Capcom,Capcom,T
Archer Maclean Presents: Pool Paradise,GC,2004,Sports,Ignition Entertainment,,
Bookworm,GBA,2004,Puzzle,Unknown,PopCap,E
Neverwinter Nights Diamond,PC,2004,Role-Playing,Atari,BioWare,M
Room Zoom: Race for Impact,XB,2004,Racing,Jaleco,,
Serious Sam Advance,GBA,2004,Shooter,Global Star,Climax Group,M
Steel Battalion: Line of Contact,XB,2004,Simulation,Capcom,Capcom,T
Carmen Sandiego: The Secret of the Stolen Drums,XB,2004,Action,BAM! Entertainment,Artificial Mind and Movement,E
Kuusen II,PS2,2004,Simulation,Kadokawa Shoten,,
Future Tactics: The Uprising,GC,2004,Strategy,JoWood Productions,Zed Two Limited,T
Thunderbirds,GBA,2004,Shooter,Vivendi Games,Saffire,E
Pro Fishing Challenge,XB,2004,Sports,Atlus,Opus,E
Serious Sam: Next Encounter,GC,2004,Shooter,Global Star,Climax Group,M
Knight's Apprentice: Memorick's Adventures,XB,2004,Action,Microids,Microids,T
Kuon,PS2,2004,Adventure,Indie Games,From Software,M
Carmen Sandiego: The Secret of the Stolen Drums,GC,2004,Action,BAM! Entertainment,Artificial Mind and Movement,E
Terminator 3: The Redemption,GC,2004,Shooter,Atari,Paradigm Entertainment,T
Kill.Switch,GBA,2004,Shooter,Zoo Digital Publishing,Visual Impact,T
Guess the Logos,XB,2004,Puzzle,Sega,,
Fallout Trilogy,PC,2004,Role-Playing,Ubisoft,Various,M
Headhunter: Redemption,XB,2004,Action,Sega,Amuze,M
Painkiller,PC,2004,Shooter,DreamCatcher Interactive,People Can Fly,M
Malice,PS2,2004,Platform,Evolved Games,Argonaut Games,T
Digimon Rumble Arena 2,XB,2004,Fighting,Atari,Black Ship Games,T
Barbie as the Princess and the Pauper,GBA,2004,Adventure,Vivendi Games,WayForward,E
Castle Shikigami 2,PS2,2004,Shooter,Play It,Alfa System,E
SD Gundam Force,GBA,2004,Shooter,Namco Bandai Games,Bandai,E
Unreal Tournament 2004,PC,2004,Shooter,Atari,Epic Games,M
Samurai Jack: The Shadow of Aku,GC,2004,Action,Sega,Adrenium,T
Exhibition Volume 6,XB,2004,Misc,Microsoft Game Studios,,
Dead to Rights,GBA,2004,Shooter,Zoo Digital Publishing,Torus Games,T
Syberia II,PC,2004,Adventure,MC2 Entertainment,Microids,T
Mission: Impossible - Operation Surma,GC,2004,Platform,Atari,Paradigm Entertainment,T
Trigger Man,GC,2004,Shooter,Crave Entertainment,Point of View,T
Colin McRae Rally 2005,PC,2004,Racing,Codemasters,Codemasters,E
Worldwide Soccer Manager 2006,PC,2004,Sports,Sega,Sports Interactive,E
Evil Genius,PC,2004,Strategy,Vivendi Games,Elixir Studios,T
Lotus Challenge,GC,2004,Racing,Ignition Entertainment,,
Ten Pin Alley 2,GBA,2004,Sports,XS Games,Pronto Games,E
Puyo Pop Fever,GC,2004,Puzzle,Sega,Sonic Team,E
Malice,XB,2004,Platform,Evolved Games,Argonaut Games,T
Football Manager 2005,PC,2004,Sports,Sega,,
Thunder Alley,GBA,2004,Racing,XS Games,Pronto Games,E
Tiger Woods PGA Tour 2005,PC,2004,Sports,Electronic Arts,Headgate,E
Duel Masters: Shadow of the Code,GBA,2004,Misc,Atari,Mistic Software,E
Ultraman Fighting Evolution 3,PS2,2004,Fighting,Banpresto,,
Powerdrome,XB,2004,Racing,Evolved Games,Argonaut Games,T
Colin McRae Rally 04,PC,2004,Racing,Codemasters,Codemasters,
Grand Theft Auto: San Andreas,PS2,2004,Action,Take-Two Interactive,Rockstar North,M
Gran Turismo 4,PS2,2004,Racing,Sony Computer Entertainment,Polyphony Digital,E
Pokemon FireRed/Pokemon LeafGreen,GBA,2004,Role-Playing,Nintendo,,
Super Mario 64,DS,2004,Platform,Nintendo,,
Halo 2,XB,2004,Shooter,Microsoft Game Studios,Bungie Software,M
Need for Speed Underground 2,PS2,2004,Racing,Electronic Arts,EA Canada,E
Pokémon Emerald Version,GBA,2004,Role-Playing,Nintendo,Game Freak,E
World of Warcraft,PC,2004,Role-Playing,Activision,Blizzard Entertainment,T
Dragon Quest VIII: Journey of the Cursed King,PS2,2004,Role-Playing,Square Enix,Level 5,T
Madden NFL 2005,PS2,2004,Sports,Electronic Arts,EA Tiburon,E
Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,KCEJ,M
World Soccer Winning Eleven 8 International,PS2,2004,Sports,Konami Digital Entertainment,KCET,E
FIFA Soccer 2005,PS2,2004,Sports,Electronic Arts,EA Canada,E
Star Wars: Battlefront,PS2,2004,Shooter,LucasArts,Pandemic Studios,T
Spider-Man 2,PS2,2004,Action,Activision,Treyarch,T
Sonic Mega Collection Plus,PS2,2004,Misc,Sega,Sonic Team,E
Call of Duty: Finest Hour,PS2,2004,Shooter,Activision,Spark Unlimited,T
Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts,Criterion Games,T
Fable,XB,2004,Role-Playing,Microsoft Game Studios,Big Blue Box,M
ESPN NFL 2K5,PS2,2004,Sports,Sega,Visual Concepts,E
NBA Live 2005,PS2,2004,Sports,Electronic Arts,EA Canada,E
Ratchet & Clank: Up Your Arsenal,PS2,2004,Platform,Sony Computer Entertainment,,
Half-Life 2,PC,2004,Shooter,Vivendi Games,Valve Software,M
The Incredibles,PS2,2004,Action,THQ,Heavy Iron Studios,T
Tony Hawk's Underground 2,PS2,2004,Sports,Activision,Neversoft Entertainment,T
James Bond 007: Everything or Nothing,PS2,2004,Shooter,Electronic Arts,EA Redwood Shores,T
WarioWare Touched!,DS,2004,Puzzle,Nintendo,,
Need for Speed Underground 2,XB,2004,Racing,Electronic Arts,EA Canada,E
Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo,Intelligent Systems,E
Dance Dance Revolution Extreme,PS2,2004,Simulation,Konami Digital Entertainment,KCET,E
The Incredibles,GBA,2004,Action,THQ,Helixe,E
Hot Shots Golf: Open Tee,PSP,2004,Sports,Sony Computer Entertainment,Clap Hanz,E10+
Dragon Ball Z: Budokai 3,PS2,2004,Fighting,Atari,Dimps Corporation,T
X-Men Legends,PS2,2004,Role-Playing,Activision,Raven Software,T
MX Unleashed,PS2,2004,Racing,THQ,Rainbow Studios,E
Mortal Kombat: Deception,PS2,2004,Fighting,Midway Games,Midway,M
SingStar,PS2,2004,Misc,Sony Computer Entertainment,,
Jak 3,PS2,2004,Platform,Sony Computer Entertainment,Naughty Dog,T
Kingdom Hearts: Chain of Memories,GBA,2004,Role-Playing,Square Enix,Jupiter Corporation,E
Sly 2: Band of Thieves,PS2,2004,Platform,Sony Computer Entertainment,Sucker Punch,E
The Getaway: Black Monday,PS2,2004,Action,Sony Computer Entertainment,SCEE London Studio,M
The SpongeBob SquarePants Movie,PS2,2004,Platform,THQ,Heavy Iron Studios,E
Def Jam: Fight for NY,PS2,2004,Fighting,Electronic Arts,Aki Corp.,M
The Urbz: Sims in the City,PS2,2004,Simulation,Electronic Arts,Maxis,T
Star Wars: Battlefront,XB,2004,Shooter,Activision,Pandemic Studios,T
2 Games in 1: Disney Princess & The Lion King,GBA,2004,Misc,THQ,,
Madden NFL 2005,XB,2004,Sports,Electronic Arts,EA Tiburon,E
Ace Combat 5: The Unsung War,PS2,2004,Simulation,Sony Computer Entertainment Europe,Namco,T
NBA Ballers,PS2,2004,Sports,Midway Games,Midway,E
Mario Party 6,GC,2004,Misc,Nintendo,Hudson Soft,E
Dragon Quest V: Tenkuu no Hanayome,PS2,2004,Role-Playing,Enix Corporation,,
Kirby & the Amazing Mirror,GBA,2004,Platform,Nintendo,,
Prince of Persia: Warrior Within,PS2,2004,Action,Ubisoft,Ubisoft Montreal,M
ESPN NFL 2K5,XB,2004,Sports,Sega,Visual Concepts,E
NCAA Football 2005,PS2,2004,Sports,Electronic Arts,EA Tiburon,E
NFL Street 2,PS2,2004,Sports,Electronic Arts,EA Tiburon,E
ESPN NBA 2K5,PS2,2004,Sports,Global Star,Visual Concepts,E
Fight Night 2004,PS2,2004,Fighting,Electronic Arts,EA Sports,T
Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004,Action,Ubisoft,Ubisoft Shanghai,T
The SpongeBob SquarePants Movie,GBA,2004,Platform,THQ,WayForward,E
Onimusha 3: Demon Siege,PS2,2004,Action,Capcom,Capcom,M
Red Dead Revolver,PS2,2004,Shooter,Take-Two Interactive,Rockstar San Diego,M
Tiger Woods PGA Tour 2005,PS2,2004,Sports,Electronic Arts,EA Sports,E
Classic NES Series: Super Mario Bros.,GBA,2004,Platform,Nintendo,Nintendo,E
The Legend of Zelda: The Minish Cap,GBA,2004,Action,Nintendo,Flagship,E
NFL Street,PS2,2004,Sports,Electronic Arts,EA Tiburon,E
NASCAR 2005: Chase for the Cup,PS2,2004,Racing,Electronic Arts,EA Tiburon,E
Ridge Racer,PSP,2004,Racing,Sony Computer Entertainment,Namco,E
Sonic Advance 3,GBA,2004,Platform,THQ,Dimps Corporation,E
Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004,Role-Playing,Activision,Obsidian Entertainment,T
Tom Clancy's Ghost Recon 2,XB,2004,Shooter,Ubisoft,Red Storm Entertainment,T
Samurai Warriors,PS2,2004,Action,Electronic Arts,Omega Force,T
SingStar Party,PS2,2004,Misc,Sony Computer Entertainment,,
Donkey Kong Jungle Beat,GC,2004,Platform,Nintendo,Nintendo,E10+
MVP Baseball 2004,PS2,2004,Sports,Electronic Arts,EA Sports,E
Ratchet & Clank: Up Your Arsenal (Weekly american sales),PS2,2004,Platform,Sony Computer Entertainment,,
Metroid Prime 2: Echoes,GC,2004,Shooter,Nintendo,Retro Studios,T
Corvette,PS2,2004,Racing,TDK Mediactive,Steel Monkeys,E
Burnout 3: Takedown,XB,2004,Racing,Electronic Arts,Criterion Games,T
Transformers,PS2,2004,Shooter,Atari,Melbourne House,T
Champions of Norrath,PS2,2004,Role-Playing,Sony Oznline Entertainment,Snowblind Studios,T
Jet Li: Rise to Honor,PS2,2004,Action,Sony Computer Entertainment,,
Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2004,Action,Ubisoft,Ubisoft Shanghai,T
Ninja Gaiden,XB,2004,Action,Microsoft Game Studios,Team Ninja,M
Driv3r,PS2,2004,Racing,Atari,Reflections Interactive,M
Donkey Kong Country 2,GBA,2004,Platform,Nintendo,Rare Ltd.,E
Mario Power Tennis,GC,2004,Sports,Nintendo,Camelot Software Planning,E
Call of Duty: Finest Hour,XB,2004,Shooter,Activision,Spark Unlimited,T
ATV Offroad Fury 3,PS2,2004,Racing,SouthPeak Games,Climax Group,E
Pikmin 2,GC,2004,Strategy,Nintendo,Nintendo,E
Final Fantasy I & II: Dawn of Souls,GBA,2004,Role-Playing,Nintendo,,
Mario vs. Donkey Kong,GBA,2004,Puzzle,Nintendo,Nintendo,E
Tom Clancy's Ghost Recon: Jungle Storm,PS2,2004,Shooter,Ubisoft,Red Storm Entertainment,T
Bad Boys: Miami Takedown,PS2,2004,Shooter,Empire Interactive,Blitz Games,M
Need for Speed Underground 2,GC,2004,Racing,Electronic Arts,,
Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004,Shooter,Ubisoft,Ubisoft Montreal,M
Spider-Man 2,XB,2004,Action,Activision,Treyarch,T
Lumines: Puzzle Fusion,PSP,2004,Puzzle,Ubisoft,,
Tom Clancy's Ghost Recon 2,PS2,2004,Shooter,Ubisoft,Ubisoft Shanghai/Paris,T
Spider-Man 2,GBA,2004,Action,Activision,Digital Eclipse,E
Harry Potter and the Prisoner of Azkaban,PS2,2004,Action,Electronic Arts,EA Games,E
Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,2004,Misc,Sammy Corporation,,
FIFA Soccer 2005,XB,2004,Sports,Electronic Arts,EA Canada,E
ESPN NBA 2K5,XB,2004,Sports,Global Star,Visual Concepts,E
World Championship Poker,PS2,2004,Misc,Play It,Coresoft,E
Killzone,PS2,2004,Shooter,Sony Computer Entertainment,Guerrilla,M
The SpongeBob SquarePants Movie,GC,2004,Platform,THQ,Heavy Iron Studios,E
Crash City Mayhem,GBA,2004,Racing,THQ,,
Sonic Mega Collection Plus,XB,2004,Misc,Sega,Sonic Team,E
MLB 2005,PS2,2004,Sports,Sony Computer Entertainment,989 Sports,E
X-Men Legends,XB,2004,Role-Playing,Activision,Raven Software,T
NBA Live 2005,XB,2004,Sports,Electronic Arts,EA Canada,E
Classic NES Series: The Legend of Zelda,GBA,2004,Adventure,Nintendo,Nintendo,E
Fire Emblem: The Sacred Stones,GBA,2004,Strategy,Nintendo,Intelligent Systems,E
ESPN NHL 2K5,PS2,2004,Sports,Global Star,Kush Games,E
Metal Gear Ac!d,PSP,2004,Strategy,Konami Digital Entertainment,,
Tiger Woods PGA Tour 2005,XB,2004,Sports,Electronic Arts,EA Sports,E
Spider-Man 2,GC,2004,Action,Activision,Treyarch,T
The Incredibles,GC,2004,Action,THQ,Heavy Iron Studios,T
ESPN College Hoops 2K5,PS2,2004,Sports,Sega,Visual Concepts,E
Metroid: Zero Mission,GBA,2004,Adventure,Nintendo,Nintendo,E
Lizzie McGuire 2: Lizzie Diaries,GBA,2004,Action,Disney Interactive Studios,Artificial Mind and Movement,E
The Legend of Zelda: Four Swords Adventures,GC,2004,Action,Nintendo,Nintendo,E
Tom Clancy's Rainbow Six 3,PS2,2004,Shooter,Ubisoft,Ubisoft Shanghai,M
Hitman: Contracts,PS2,2004,Shooter,Eidos Interactive,Io Interactive,M
Prince of Persia: Warrior Within,XB,2004,Action,Ubisoft,Ubisoft Montreal,M
Pokemon Dash,DS,2004,Racing,Nintendo,Ambrella,E
Driv3r,XB,2004,Racing,Atari,Reflections Interactive,M
Syphon Filter: The Omega Strain,PS2,2004,Shooter,Sony Computer Entertainment,Sony Bend,M
Mortal Kombat: Deception,XB,2004,Fighting,Midway Games,Midway,M
That's So Raven,GBA,2004,Adventure,Disney Interactive Studios,Vicarious Visions,E
Shark Tale,PS2,2004,Action,Activision,Edge of Reality,E
Tony Hawk's Underground 2,XB,2004,Sports,Activision,Neversoft Entertainment,T
Classic NES Series: Donkey Kong,GBA,2004,Platform,Nintendo,Nintendo,E
Full Spectrum Warrior,XB,2004,Strategy,THQ,Pandemic Studios,M
Katamari Damacy,PS2,2004,Puzzle,Namco Bandai Games,Namco,E
Scooby-Doo 2: Monsters Unleashed,GBA,2004,Action,THQ,Altron,E
Power Rangers: Dino Thunder,PS2,2004,Action,THQ,Pacific Coast Power & Light,E
Madden NFL 2005,GC,2004,Sports,Electronic Arts,EA Tiburon,E
Mafia,PS2,2004,Action,Illusion Softworks,Illusion Softworks,M
Classic NES Series: Zelda II: The Adventure of Link,GBA,2004,Adventure,Nintendo,Nintendo,E
Mario Pinball Land,GBA,2004,Misc,Nintendo,Fuse Games Limited,E
Baldur's Gate: Dark Alliance II,PS2,2004,Role-Playing,Interplay,Black Isle Studios,T
Shark Tale,GBA,2004,Action,Activision,Vicarious Visions,E
NCAA Football 2005,XB,2004,Sports,Electronic Arts,EA Sports,E
Fight Night 2004,XB,2004,Fighting,Electronic Arts,EA Sports,T
Midway Arcade Treasures 2,PS2,2004,Misc,Midway Games,Backbone Entertainment,M
Fight Night Round 2004,XB,2004,Fighting,Electronic Arts,,
NFL Street,XB,2004,Sports,Electronic Arts,EA Tiburon,E
Strawberry Shortcake: Summertime Adventure,GBA,2004,Adventure,Majesco Entertainment,Gorilla Systems,E
Street Fighter Anniversary Collection,PS2,2004,Fighting,Capcom,Capcom,T
Suikoden IV,PS2,2004,Role-Playing,Konami Digital Entertainment,KCET,T
Disney's Kim Possible 2: Drakken's Demise,GBA,2004,Platform,Disney Interactive Studios,Artificial Mind and Movement,E
Yoshi Topsy-Turvy,GBA,2004,Platform,Nintendo,Artoon,E
Crash Bandicoot Purple: Ripto's Rampage,GBA,2004,Platform,Vivendi Games,Vicarious Visions,E
Spyro: A Hero's Tail,PS2,2004,Platform,Vivendi Games,Eurocom Entertainment Software,E
Crash: Twinsanity,PS2,2004,Platform,Vivendi Games,Traveller's Tales,E
GoldenEye: Rogue Agent,PS2,2004,Shooter,Electronic Arts,EA LA,T
James Bond 007: Everything or Nothing,XB,2004,Shooter,Electronic Arts,EA Redwood Shores,T
Nicktoons Collection: Game Boy Advance Video Volume 1,GBA,2004,Misc,,,
SpongeBob SquarePants: Game Boy Advance Video Volume 1,GBA,2004,Misc,,,
Lemony Snicket's A Series of Unfortunate Events,PS2,2004,Platform,Activision,Adrenium,E
Dogz,GBA,2004,Simulation,Ubisoft,,
Tak 2: The Staff of Dreams,PS2,2004,Platform,THQ,Avalanche Software,E
The Urbz: Sims in the City,GBA,2004,Simulation,Electronic Arts,Griptonite Games,E
Strike Force Bowling,PS2,2004,Sports,Play It,Lab Rats Games,E
XGRA: Extreme G-Racing Association,PS2,2004,Racing,Eidos Interactive,Acclaim Studios Cheltenham,T
Dora the Explorer: Super Spies,GBA,2004,Platform,Gotham Games,Cinegroupe,E
Texas Hold 'Em Poker,GBA,2004,Misc,Majesco Entertainment,Skyworks Technologies,E
Dragon Ball Z: Buu's Fury,GBA,2004,Action,Atari,Webfoot Technologies,E
Monster Trucks,GBA,2004,Racing,Majesco Entertainment,Skyworks Technologies,E
Hot Wheels: Stunt Track Challenge,PS2,2004,Racing,THQ,Climax Group,E
MVP Baseball 2004,XB,2004,Sports,Electronic Arts,EA Sports,E
Tales of Rebirth,PS2,2004,Role-Playing,Namco Bandai Games,,
Asphalt: Urban GT,DS,2004,Racing,Ubisoft,Gameloft,E
Mega Man Anniversary Collection,PS2,2004,Platform,Capcom,Atomic Planet Entertainment,E
The Lord of the Rings: The Third Age,PS2,2004,Role-Playing,Electronic Arts,EA Games,T
Xenosaga Episode II: Jenseits von Gut und Böse,PS2,2004,Role-Playing,Sony Computer Entertainment,,
Shrek 2: Beg for Mercy,GBA,2004,Adventure,Activision,,
Spyro Orange: The Cortex Conspiracy,GBA,2004,Action,Vivendi Games,Vicarious Visions,E
Naruto: Ultimate Ninja 2,PS2,2004,Fighting,Namco Bandai Games,CyberConnect2,T
